case_id	name	category	signature	expected_hex	inspiration
case_0471	sparse-switch--switch-phi-multiply-low-sub-borrow-1d7	control-flow	switch-phi,multiply-low,sub-borrow,endian-swap,add-carry,array-scatter,mask-merge,multiply-low,endian-swap,switch-phi,compare-select,sub-borrow	0xfcf04e81	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0472	sparse-switch--short-circuit-multiply-low-sub-borrow-1d8	control-flow	short-circuit,multiply-low,sub-borrow,popcount-loop,reverse-loop,sub-borrow,rotate-mix,halfword-swap,multiply-low,compare-select,switch-phi,switch-phi	0x3b34e66c	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0473	sparse-switch--popcount-loop-multiply-low-sub-borrow-1d9	control-flow	popcount-loop,multiply-low,sub-borrow,add-carry,mask-merge,gray-decode,minmax-clamp,array-scatter,short-circuit,gray-decode,gray-decode,rotate-mix	0x0a10edae	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0474	sparse-switch--reverse-loop-multiply-low-sub-borrow-1da	control-flow	reverse-loop,multiply-low,sub-borrow,switch-phi,endian-swap,endian-swap,short-circuit,divide-rem,gray-decode,endian-swap,mask-merge,reverse-loop	0x9a15c82d	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0475	protocol-state-machine--gray-decode-multiply-low-sub-borrow-1db	control-flow	gray-decode,multiply-low,sub-borrow,carry-chain,counted-loop,gray-decode,counted-loop,popcount-loop,halfword-swap,short-circuit,array-scatter,horner-loop	0x0f1af64a	https://github.com/embench/embench-iot
case_0476	protocol-state-machine--minmax-clamp-multiply-low-sub-borrow-1dc	control-flow	minmax-clamp,multiply-low,sub-borrow,halfword-swap,short-circuit,divide-rem,gray-decode,sub-borrow,gray-decode,horner-loop,multiply-low,gray-decode	0x543b0b26	https://github.com/embench/embench-iot
case_0477	protocol-state-machine--endian-swap-multiply-low-sub-borrow-1dd	control-flow	endian-swap,multiply-low,sub-borrow,endian-swap,horner-loop,reverse-loop,endian-swap,divide-rem,minmax-clamp,reverse-loop,multiply-low,carry-chain	0xb42023ca	https://github.com/embench/embench-iot
case_0478	protocol-state-machine--carry-chain-multiply-low-sub-borrow-1de	control-flow	carry-chain,multiply-low,sub-borrow,compare-select,multiply-low,halfword-swap,endian-swap,popcount-loop,multiply-low,divide-rem,mask-merge,counted-loop	0x600e208d	https://github.com/embench/embench-iot
case_0479	protocol-state-machine--horner-loop-multiply-low-sub-borrow-1df	control-flow	horner-loop,multiply-low,sub-borrow,gray-decode,short-circuit,reverse-loop,switch-phi,minmax-clamp,halfword-swap,endian-swap,mask-merge,multiply-low	0x121f8669	https://github.com/embench/embench-iot
case_0480	protocol-state-machine--add-carry-divide-rem-sub-borrow-1e0	control-flow	add-carry,divide-rem,sub-borrow,horner-loop,gray-decode,sub-borrow,switch-phi,reverse-loop,mask-merge,divide-rem,add-carry,add-carry	0x273d9f62	https://github.com/embench/embench-iot
case_0481	protocol-state-machine--sub-borrow-divide-rem-sub-borrow-1e1	control-flow	sub-borrow,divide-rem,sub-borrow,counted-loop,minmax-clamp,switch-phi,sub-borrow,byte-pack,counted-loop,endian-swap,short-circuit,endian-swap	0xc1fa41d7	https://github.com/embench/embench-iot
case_0482	protocol-state-machine--rotate-mix-divide-rem-sub-borrow-1e2	control-flow	rotate-mix,divide-rem,sub-borrow,mask-merge,minmax-clamp,array-scatter,sub-borrow,compare-select,sub-borrow,switch-phi,carry-chain,array-scatter	0x7b04ea87	https://github.com/embench/embench-iot
case_0483	protocol-state-machine--multiply-low-divide-rem-sub-borrow-1e3	control-flow	multiply-low,divide-rem,sub-borrow,minmax-clamp,byte-pack,byte-pack,multiply-low,multiply-low,compare-select,counted-loop,counted-loop,divide-rem	0xcfb5102a	https://github.com/embench/embench-iot
case_0484	protocol-state-machine--divide-rem-divide-rem-sub-borrow-1e4	control-flow	divide-rem,divide-rem,sub-borrow,rotate-mix,sub-borrow,divide-rem,rotate-mix,byte-pack,popcount-loop,popcount-loop,short-circuit,short-circuit	0x0fb54fd1	https://github.com/embench/embench-iot
case_0485	protocol-state-machine--mask-merge-divide-rem-sub-borrow-1e5	control-flow	mask-merge,divide-rem,sub-borrow,gray-decode,reverse-loop,carry-chain,short-circuit,reverse-loop,counted-loop,divide-rem,halfword-swap,endian-swap	0x55adb8a4	https://github.com/embench/embench-iot
case_0486	protocol-state-machine--compare-select-divide-rem-sub-borrow-1e6	control-flow	compare-select,divide-rem,sub-borrow,halfword-swap,compare-select,halfword-swap,short-circuit,horner-loop,sub-borrow,carry-chain,carry-chain,popcount-loop	0xf9f3b271	https://github.com/embench/embench-iot
case_0487	protocol-state-machine--byte-pack-divide-rem-sub-borrow-1e7	control-flow	byte-pack,divide-rem,sub-borrow,sub-borrow,sub-borrow,counted-loop,counted-loop,carry-chain,counted-loop,horner-loop,reverse-loop,add-carry	0xbdb36d1d	https://github.com/embench/embench-iot
case_0488	protocol-state-machine--halfword-swap-divide-rem-sub-borrow-1e8	control-flow	halfword-swap,divide-rem,sub-borrow,array-scatter,multiply-low,counted-loop,endian-swap,sub-borrow,short-circuit,rotate-mix,switch-phi,counted-loop	0x7ebe86c5	https://github.com/embench/embench-iot
case_0489	protocol-state-machine--array-scatter-divide-rem-sub-borrow-1e9	control-flow	array-scatter,divide-rem,sub-borrow,add-carry,minmax-clamp,divide-rem,gray-decode,divide-rem,byte-pack,gray-decode,byte-pack,switch-phi	0x5efb4ff8	https://github.com/embench/embench-iot
case_0490	protocol-state-machine--counted-loop-divide-rem-sub-borrow-1ea	control-flow	counted-loop,divide-rem,sub-borrow,horner-loop,halfword-swap,carry-chain,multiply-low,endian-swap,halfword-swap,endian-swap,endian-swap,switch-phi	0x2f9a345f	https://github.com/embench/embench-iot
case_0491	protocol-state-machine--switch-phi-divide-rem-sub-borrow-1eb	control-flow	switch-phi,divide-rem,sub-borrow,counted-loop,byte-pack,divide-rem,endian-swap,divide-rem,multiply-low,halfword-swap,endian-swap,counted-loop	0x3392a333	https://github.com/embench/embench-iot
case_0492	protocol-state-machine--short-circuit-divide-rem-sub-borrow-1ec	control-flow	short-circuit,divide-rem,sub-borrow,short-circuit,endian-swap,horner-loop,halfword-swap,short-circuit,minmax-clamp,byte-pack,gray-decode,rotate-mix	0xddc67744	https://github.com/embench/embench-iot
case_0493	protocol-state-machine--popcount-loop-divide-rem-sub-borrow-1ed	control-flow	popcount-loop,divide-rem,sub-borrow,mask-merge,carry-chain,mask-merge,carry-chain,popcount-loop,switch-phi,counted-loop,multiply-low,gray-decode	0x3798f758	https://github.com/embench/embench-iot
case_0494	protocol-state-machine--reverse-loop-divide-rem-sub-borrow-1ee	control-flow	reverse-loop,divide-rem,sub-borrow,rotate-mix,rotate-mix,horner-loop,rotate-mix,minmax-clamp,short-circuit,minmax-clamp,endian-swap,switch-phi	0x629f2791	https://github.com/embench/embench-iot
case_0495	protocol-state-machine--gray-decode-divide-rem-sub-borrow-1ef	control-flow	gray-decode,divide-rem,sub-borrow,gray-decode,array-scatter,array-scatter,add-carry,array-scatter,horner-loop,array-scatter,endian-swap,carry-chain	0xfdca850d	https://github.com/embench/embench-iot
case_0496	protocol-state-machine--minmax-clamp-divide-rem-sub-borrow-1f0	control-flow	minmax-clamp,divide-rem,sub-borrow,byte-pack,gray-decode,multiply-low,compare-select,array-scatter,short-circuit,halfword-swap,mask-merge,counted-loop	0xc76b925f	https://github.com/embench/embench-iot
case_0497	protocol-state-machine--endian-swap-divide-rem-sub-borrow-1f1	control-flow	endian-swap,divide-rem,sub-borrow,reverse-loop,divide-rem,endian-swap,divide-rem,short-circuit,switch-phi,sub-borrow,mask-merge,byte-pack	0x3a984f9f	https://github.com/embench/embench-iot
case_0498	protocol-state-machine--carry-chain-divide-rem-sub-borrow-1f2	control-flow	carry-chain,divide-rem,sub-borrow,popcount-loop,add-carry,horner-loop,add-carry,array-scatter,minmax-clamp,gray-decode,multiply-low,byte-pack	0x2ed2b7ca	https://github.com/embench/embench-iot
case_0499	protocol-state-machine--horner-loop-divide-rem-sub-borrow-1f3	control-flow	horner-loop,divide-rem,sub-borrow,add-carry,horner-loop,sub-borrow,counted-loop,halfword-swap,horner-loop,carry-chain,horner-loop,rotate-mix	0x7f285566	https://github.com/embench/embench-iot
case_0500	short-circuit-effects--add-carry-mask-merge-sub-borrow-1f4	optimizer-control	add-carry,mask-merge,sub-borrow,rotate-mix,endian-swap,reverse-loop,gray-decode,add-carry,short-circuit,endian-swap,array-scatter,carry-chain	0x4d103cf3	https://github.com/csmith-project/csmith
case_0501	short-circuit-effects--sub-borrow-mask-merge-sub-borrow-1f5	optimizer-control	sub-borrow,mask-merge,sub-borrow,switch-phi,compare-select,add-carry,array-scatter,endian-swap,switch-phi,short-circuit,mask-merge,multiply-low	0x93815987	https://github.com/csmith-project/csmith
case_0502	short-circuit-effects--rotate-mix-mask-merge-sub-borrow-1f6	optimizer-control	rotate-mix,mask-merge,sub-borrow,halfword-swap,carry-chain,compare-select,mask-merge,divide-rem,short-circuit,compare-select,horner-loop,byte-pack	0xab38e69c	https://github.com/csmith-project/csmith
case_0503	short-circuit-effects--multiply-low-mask-merge-sub-borrow-1f7	optimizer-control	multiply-low,mask-merge,sub-borrow,endian-swap,array-scatter,add-carry,gray-decode,array-scatter,gray-decode,byte-pack,switch-phi,reverse-loop	0x373ae80a	https://github.com/csmith-project/csmith
case_0504	short-circuit-effects--divide-rem-mask-merge-sub-borrow-1f8	optimizer-control	divide-rem,mask-merge,sub-borrow,endian-swap,multiply-low,short-circuit,minmax-clamp,compare-select,endian-swap,carry-chain,rotate-mix,add-carry	0x49502509	https://github.com/csmith-project/csmith
case_0505	short-circuit-effects--mask-merge-mask-merge-sub-borrow-1f9	optimizer-control	mask-merge,mask-merge,sub-borrow,divide-rem,divide-rem,reverse-loop,carry-chain,gray-decode,carry-chain,horner-loop,carry-chain,sub-borrow	0xabcf2251	https://github.com/csmith-project/csmith
case_0506	short-circuit-effects--compare-select-mask-merge-sub-borrow-1fa	optimizer-control	compare-select,mask-merge,sub-borrow,byte-pack,divide-rem,add-carry,carry-chain,compare-select,sub-borrow,array-scatter,divide-rem,popcount-loop	0x7b889e58	https://github.com/csmith-project/csmith
case_0507	short-circuit-effects--byte-pack-mask-merge-sub-borrow-1fb	optimizer-control	byte-pack,mask-merge,sub-borrow,reverse-loop,switch-phi,reverse-loop,short-circuit,multiply-low,carry-chain,halfword-swap,halfword-swap,short-circuit	0x4549eb6b	https://github.com/csmith-project/csmith
case_0508	short-circuit-effects--halfword-swap-mask-merge-sub-borrow-1fc	optimizer-control	halfword-swap,mask-merge,sub-borrow,short-circuit,popcount-loop,endian-swap,endian-swap,gray-decode,array-scatter,switch-phi,counted-loop,minmax-clamp	0xe12ddbc6	https://github.com/csmith-project/csmith
case_0509	short-circuit-effects--array-scatter-mask-merge-sub-borrow-1fd	optimizer-control	array-scatter,mask-merge,sub-borrow,sub-borrow,counted-loop,horner-loop,multiply-low,carry-chain,rotate-mix,counted-loop,carry-chain,array-scatter	0x24f77cc0	https://github.com/csmith-project/csmith
case_0510	short-circuit-effects--counted-loop-mask-merge-sub-borrow-1fe	optimizer-control	counted-loop,mask-merge,sub-borrow,rotate-mix,rotate-mix,popcount-loop,horner-loop,switch-phi,sub-borrow,minmax-clamp,add-carry,endian-swap	0x2ab40caa	https://github.com/csmith-project/csmith
case_0511	short-circuit-effects--switch-phi-mask-merge-sub-borrow-1ff	optimizer-control	switch-phi,mask-merge,sub-borrow,switch-phi,mask-merge,horner-loop,mask-merge,reverse-loop,reverse-loop,mask-merge,halfword-swap,divide-rem	0xb21388fa	https://github.com/csmith-project/csmith
case_0512	short-circuit-effects--short-circuit-mask-merge-sub-borrow-200	optimizer-control	short-circuit,mask-merge,sub-borrow,sub-borrow,byte-pack,endian-swap,counted-loop,array-scatter,carry-chain,sub-borrow,carry-chain,compare-select	0x0cd36a2d	https://github.com/csmith-project/csmith
case_0513	short-circuit-effects--popcount-loop-mask-merge-sub-borrow-201	optimizer-control	popcount-loop,mask-merge,sub-borrow,add-carry,halfword-swap,byte-pack,add-carry,add-carry,popcount-loop,minmax-clamp,compare-select,byte-pack	0xfe374716	https://github.com/csmith-project/csmith
case_0514	short-circuit-effects--reverse-loop-mask-merge-sub-borrow-202	optimizer-control	reverse-loop,mask-merge,sub-borrow,multiply-low,divide-rem,popcount-loop,add-carry,mask-merge,carry-chain,rotate-mix,short-circuit,multiply-low	0x87e4341b	https://github.com/csmith-project/csmith
case_0515	short-circuit-effects--gray-decode-mask-merge-sub-borrow-203	optimizer-control	gray-decode,mask-merge,sub-borrow,rotate-mix,byte-pack,switch-phi,rotate-mix,minmax-clamp,popcount-loop,horner-loop,minmax-clamp,rotate-mix	0xbd178a73	https://github.com/csmith-project/csmith
case_0516	short-circuit-effects--minmax-clamp-mask-merge-sub-borrow-204	optimizer-control	minmax-clamp,mask-merge,sub-borrow,add-carry,endian-swap,short-circuit,switch-phi,add-carry,rotate-mix,halfword-swap,counted-loop,reverse-loop	0x23fd4e2b	https://github.com/csmith-project/csmith
case_0517	short-circuit-effects--endian-swap-mask-merge-sub-borrow-205	optimizer-control	endian-swap,mask-merge,sub-borrow,sub-borrow,carry-chain,reverse-loop,mask-merge,endian-swap,endian-swap,popcount-loop,carry-chain,horner-loop	0xbb87571d	https://github.com/csmith-project/csmith
case_0518	short-circuit-effects--carry-chain-mask-merge-sub-borrow-206	optimizer-control	carry-chain,mask-merge,sub-borrow,rotate-mix,carry-chain,divide-rem,mask-merge,halfword-swap,rotate-mix,byte-pack,add-carry,multiply-low	0x1c4045b0	https://github.com/csmith-project/csmith
case_0519	short-circuit-effects--horner-loop-mask-merge-sub-borrow-207	optimizer-control	horner-loop,mask-merge,sub-borrow,multiply-low,popcount-loop,rotate-mix,horner-loop,endian-swap,mask-merge,carry-chain,minmax-clamp,carry-chain	0x3c0eb478	https://github.com/csmith-project/csmith
case_0520	short-circuit-effects--add-carry-compare-select-sub-borrow-208	optimizer-control	add-carry,compare-select,sub-borrow,horner-loop,switch-phi,rotate-mix,halfword-swap,carry-chain,multiply-low,horner-loop,endian-swap,short-circuit	0x46e2f8f8	https://github.com/csmith-project/csmith
case_0521	short-circuit-effects--sub-borrow-compare-select-sub-borrow-209	optimizer-control	sub-borrow,compare-select,sub-borrow,carry-chain,add-carry,halfword-swap,compare-select,multiply-low,minmax-clamp,carry-chain,endian-swap,endian-swap	0x0f2359f8	https://github.com/csmith-project/csmith
case_0522	short-circuit-effects--rotate-mix-compare-select-sub-borrow-20a	optimizer-control	rotate-mix,compare-select,sub-borrow,endian-swap,minmax-clamp,counted-loop,rotate-mix,counted-loop,byte-pack,halfword-swap,gray-decode,sub-borrow	0x5000165a	https://github.com/csmith-project/csmith
case_0523	short-circuit-effects--multiply-low-compare-select-sub-borrow-20b	optimizer-control	multiply-low,compare-select,sub-borrow,minmax-clamp,switch-phi,halfword-swap,minmax-clamp,byte-pack,minmax-clamp,mask-merge,multiply-low,divide-rem	0xad818689	https://github.com/csmith-project/csmith
case_0524	short-circuit-effects--divide-rem-compare-select-sub-borrow-20c	optimizer-control	divide-rem,compare-select,sub-borrow,carry-chain,array-scatter,switch-phi,array-scatter,horner-loop,gray-decode,counted-loop,sub-borrow,divide-rem	0xd27bd913	https://github.com/csmith-project/csmith
case_0525	nested-break-continue--mask-merge-compare-select-sub-borrow-20d	control-flow	mask-merge,compare-select,sub-borrow,horner-loop,rotate-mix,array-scatter,multiply-low,compare-select,short-circuit,gray-decode,sub-borrow,mask-merge	0xe22ee616	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0526	nested-break-continue--compare-select-compare-select-sub-borrow-20e	control-flow	compare-select,compare-select,sub-borrow,minmax-clamp,rotate-mix,gray-decode,gray-decode,gray-decode,switch-phi,mask-merge,switch-phi,array-scatter	0x06f8698c	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0527	nested-break-continue--byte-pack-compare-select-sub-borrow-20f	control-flow	byte-pack,compare-select,sub-borrow,endian-swap,mask-merge,mask-merge,array-scatter,compare-select,add-carry,minmax-clamp,gray-decode,minmax-clamp	0x8ae4f15b	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0528	nested-break-continue--halfword-swap-compare-select-sub-borrow-210	control-flow	halfword-swap,compare-select,sub-borrow,sub-borrow,multiply-low,horner-loop,gray-decode,rotate-mix,byte-pack,sub-borrow,multiply-low,minmax-clamp	0x127bd302	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0529	nested-break-continue--array-scatter-compare-select-sub-borrow-211	control-flow	array-scatter,compare-select,sub-borrow,divide-rem,add-carry,array-scatter,popcount-loop,horner-loop,short-circuit,add-carry,switch-phi,endian-swap	0xa552d6dc	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0530	nested-break-continue--counted-loop-compare-select-sub-borrow-212	control-flow	counted-loop,compare-select,sub-borrow,multiply-low,minmax-clamp,gray-decode,sub-borrow,reverse-loop,byte-pack,counted-loop,sub-borrow,sub-borrow	0x6a713739	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0531	nested-break-continue--switch-phi-compare-select-sub-borrow-213	control-flow	switch-phi,compare-select,sub-borrow,compare-select,gray-decode,popcount-loop,switch-phi,byte-pack,minmax-clamp,gray-decode,sub-borrow,add-carry	0xd33df542	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0532	nested-break-continue--short-circuit-compare-select-sub-borrow-214	control-flow	short-circuit,compare-select,sub-borrow,halfword-swap,popcount-loop,reverse-loop,reverse-loop,horner-loop,multiply-low,divide-rem,gray-decode,add-carry	0x06dbcb6b	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0533	nested-break-continue--popcount-loop-compare-select-sub-borrow-215	control-flow	popcount-loop,compare-select,sub-borrow,popcount-loop,rotate-mix,halfword-swap,divide-rem,carry-chain,short-circuit,array-scatter,multiply-low,mask-merge	0xcd56bca9	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0534	nested-break-continue--reverse-loop-compare-select-sub-borrow-216	control-flow	reverse-loop,compare-select,sub-borrow,counted-loop,carry-chain,counted-loop,short-circuit,gray-decode,switch-phi,gray-decode,endian-swap,endian-swap	0x17e00c0a	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0535	nested-break-continue--gray-decode-compare-select-sub-borrow-217	control-flow	gray-decode,compare-select,sub-borrow,gray-decode,sub-borrow,add-carry,compare-select,carry-chain,halfword-swap,rotate-mix,mask-merge,short-circuit	0x60746746	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0536	nested-break-continue--minmax-clamp-compare-select-sub-borrow-218	control-flow	minmax-clamp,compare-select,sub-borrow,horner-loop,switch-phi,divide-rem,endian-swap,mask-merge,compare-select,multiply-low,divide-rem,rotate-mix	0xf3ce033c	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0537	nested-break-continue--endian-swap-compare-select-sub-borrow-219	control-flow	endian-swap,compare-select,sub-borrow,rotate-mix,minmax-clamp,carry-chain,horner-loop,divide-rem,array-scatter,rotate-mix,divide-rem,byte-pack	0x5b2b93ed	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0538	nested-break-continue--carry-chain-compare-select-sub-borrow-21a	control-flow	carry-chain,compare-select,sub-borrow,endian-swap,add-carry,halfword-swap,horner-loop,popcount-loop,compare-select,short-circuit,reverse-loop,multiply-low	0xba6b82a5	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0539	nested-break-continue--horner-loop-compare-select-sub-borrow-21b	control-flow	horner-loop,compare-select,sub-borrow,add-carry,switch-phi,reverse-loop,popcount-loop,short-circuit,sub-borrow,array-scatter,rotate-mix,compare-select	0x84e40da7	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0540	nested-break-continue--add-carry-byte-pack-sub-borrow-21c	control-flow	add-carry,byte-pack,sub-borrow,compare-select,endian-swap,popcount-loop,halfword-swap,halfword-swap,reverse-loop,compare-select,divide-rem,carry-chain	0x2db838e0	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0541	nested-break-continue--sub-borrow-byte-pack-sub-borrow-21d	control-flow	sub-borrow,byte-pack,sub-borrow,switch-phi,carry-chain,switch-phi,counted-loop,endian-swap,endian-swap,gray-decode,halfword-swap,horner-loop	0x984a8438	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0542	nested-break-continue--rotate-mix-byte-pack-sub-borrow-21e	control-flow	rotate-mix,byte-pack,sub-borrow,divide-rem,compare-select,mask-merge,compare-select,halfword-swap,counted-loop,sub-borrow,carry-chain,gray-decode	0x3a2fe249	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0543	nested-break-continue--multiply-low-byte-pack-sub-borrow-21f	control-flow	multiply-low,byte-pack,sub-borrow,array-scatter,endian-swap,gray-decode,minmax-clamp,mask-merge,mask-merge,minmax-clamp,reverse-loop,rotate-mix	0xdf234df1	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0544	nested-break-continue--divide-rem-byte-pack-sub-borrow-220	control-flow	divide-rem,byte-pack,sub-borrow,popcount-loop,compare-select,halfword-swap,short-circuit,byte-pack,short-circuit,endian-swap,byte-pack,endian-swap	0x006192bc	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0545	nested-break-continue--mask-merge-byte-pack-sub-borrow-221	control-flow	mask-merge,byte-pack,sub-borrow,short-circuit,sub-borrow,rotate-mix,reverse-loop,reverse-loop,gray-decode,minmax-clamp,switch-phi,halfword-swap	0x2f0e9035	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0546	nested-break-continue--compare-select-byte-pack-sub-borrow-222	control-flow	compare-select,byte-pack,sub-borrow,multiply-low,popcount-loop,divide-rem,reverse-loop,horner-loop,divide-rem,compare-select,sub-borrow,halfword-swap	0x5ec59cc2	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0547	nested-break-continue--byte-pack-byte-pack-sub-borrow-223	control-flow	byte-pack,byte-pack,sub-borrow,rotate-mix,compare-select,reverse-loop,add-carry,compare-select,multiply-low,horner-loop,endian-swap,sub-borrow	0xc91df82b	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0548	nested-break-continue--halfword-swap-byte-pack-sub-borrow-224	control-flow	halfword-swap,byte-pack,sub-borrow,short-circuit,halfword-swap,endian-swap,sub-borrow,reverse-loop,short-circuit,short-circuit,byte-pack,endian-swap	0x282c90b3	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0549	nested-break-continue--array-scatter-byte-pack-sub-borrow-225	control-flow	array-scatter,byte-pack,sub-borrow,popcount-loop,multiply-low,horner-loop,switch-phi,gray-decode,byte-pack,sub-borrow,switch-phi,divide-rem	0x1959e50f	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0550	eight-argument-call--counted-loop-byte-pack-sub-borrow-226	abi-calls	counted-loop,byte-pack,sub-borrow,rotate-mix,horner-loop,popcount-loop,switch-phi,carry-chain,divide-rem,horner-loop,array-scatter,add-carry	0x3e031506	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0551	eight-argument-call--switch-phi-byte-pack-sub-borrow-227	abi-calls	switch-phi,byte-pack,sub-borrow,multiply-low,divide-rem,horner-loop,popcount-loop,switch-phi,switch-phi,compare-select,sub-borrow,endian-swap	0x21ae6a9f	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0552	eight-argument-call--short-circuit-byte-pack-sub-borrow-228	abi-calls	short-circuit,byte-pack,sub-borrow,byte-pack,counted-loop,multiply-low,compare-select,add-carry,array-scatter,byte-pack,short-circuit,multiply-low	0xd3c24c13	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0553	eight-argument-call--popcount-loop-byte-pack-sub-borrow-229	abi-calls	popcount-loop,byte-pack,sub-borrow,compare-select,popcount-loop,endian-swap,halfword-swap,endian-swap,carry-chain,reverse-loop,short-circuit,carry-chain	0xb9fd4d99	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0554	eight-argument-call--reverse-loop-byte-pack-sub-borrow-22a	abi-calls	reverse-loop,byte-pack,sub-borrow,popcount-loop,endian-swap,multiply-low,short-circuit,divide-rem,sub-borrow,minmax-clamp,rotate-mix,counted-loop	0x09844eb1	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0555	eight-argument-call--gray-decode-byte-pack-sub-borrow-22b	abi-calls	gray-decode,byte-pack,sub-borrow,short-circuit,rotate-mix,endian-swap,carry-chain,mask-merge,counted-loop,array-scatter,carry-chain,multiply-low	0xf5b1b1a0	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0556	eight-argument-call--minmax-clamp-byte-pack-sub-borrow-22c	abi-calls	minmax-clamp,byte-pack,sub-borrow,compare-select,minmax-clamp,reverse-loop,horner-loop,mask-merge,endian-swap,counted-loop,divide-rem,horner-loop	0x19a698d8	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0557	eight-argument-call--endian-swap-byte-pack-sub-borrow-22d	abi-calls	endian-swap,byte-pack,sub-borrow,byte-pack,multiply-low,divide-rem,sub-borrow,minmax-clamp,compare-select,byte-pack,divide-rem,carry-chain	0x31851784	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0558	eight-argument-call--carry-chain-byte-pack-sub-borrow-22e	abi-calls	carry-chain,byte-pack,sub-borrow,short-circuit,switch-phi,counted-loop,array-scatter,array-scatter,sub-borrow,mask-merge,compare-select,reverse-loop	0xf63ceeaa	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0559	eight-argument-call--horner-loop-byte-pack-sub-borrow-22f	abi-calls	horner-loop,byte-pack,sub-borrow,popcount-loop,divide-rem,add-carry,horner-loop,minmax-clamp,carry-chain,minmax-clamp,reverse-loop,multiply-low	0xfae47a3f	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0560	eight-argument-call--add-carry-halfword-swap-sub-borrow-230	abi-calls	add-carry,halfword-swap,sub-borrow,popcount-loop,reverse-loop,carry-chain,endian-swap,add-carry,mask-merge,array-scatter,rotate-mix,multiply-low	0x8047bb1b	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
